,,01jan2020,02jan2020,03jan2020,04jan2020,05jan2020,06jan2020,07jan2020,08jan2020,09jan2020,10jan2020,11jan2020,12jan2020,13jan2020,14jan2020,15jan2020,16jan2020,17jan2020,18jan2020,19jan2020,20jan2020,21jan2020,22jan2020,23jan2020,24jan2020,25jan2020,26jan2020,27jan2020,28jan2020,29jan2020,30jan2020,31jan2020,01feb2020,02feb2020,03feb2020,04feb2020,05feb2020,06feb2020,07feb2020,08feb2020,09feb2020,10feb2020,11feb2020,12feb2020,13feb2020,14feb2020,15feb2020,16feb2020,17feb2020,18feb2020,19feb2020,20feb2020,21feb2020,22feb2020,23feb2020,24feb2020,25feb2020,26feb2020,27feb2020,28feb2020,29feb2020,01mar2020,02mar2020,03mar2020,04mar2020,05mar2020,06mar2020,07mar2020,08mar2020,09mar2020,10mar2020,11mar2020,12mar2020,13mar2020,14mar2020,15mar2020,16mar2020,17mar2020,18mar2020,19mar2020,20mar2020,21mar2020,22mar2020,23mar2020,24mar2020,25mar2020,26mar2020,27mar2020,28mar2020,29mar2020,30mar2020,31mar2020,01apr2020,02apr2020,03apr2020,04apr2020,05apr2020,06apr2020,07apr2020,08apr2020,09apr2020,10apr2020,11apr2020,12apr2020,13apr2020,14apr2020,15apr2020,16apr2020,17apr2020,18apr2020,19apr2020,20apr2020,21apr2020,22apr2020,23apr2020,24apr2020,25apr2020,26apr2020,27apr2020,28apr2020,29apr2020,30apr2020,01may2020,02may2020,03may2020,04may2020,05may2020,06may2020,07may2020,08may2020,09may2020,10may2020,11may2020,12may2020,13may2020,14may2020,15may2020,16may2020,17may2020,18may2020,19may2020,20may2020,21may2020,22may2020,23may2020,24may2020,25may2020,26may2020,27may2020,28may2020,29may2020,30may2020,31may2020,01jun2020,02jun2020,03jun2020,04jun2020,05jun2020,06jun2020,07jun2020,08jun2020,09jun2020,10jun2020,11jun2020,12jun2020
Gambia,GMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,40.38000107,40.38000107,46.15000153,46.15000153,46.15000153,48.08000183,48.08000183,48.08000183,48.08000183,57.04999924,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,57.68999863,57.68999863,57.68999863,57.68999863,57.68999863,.,.,.,.
Greece,GRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.690000057,7.690000057,7.690000057,7.690000057,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,19.87000084,19.87000084,19.87000084,19.87000084,21.79000092,23.07999992,23.07999992,28.20999908,28.20999908,37.81999969,37.81999969,37.81999969,37.81999969,47.43999863,47.43999863,47.43999863,53.20999908,53.20999908,60.25999832,60.25999832,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,66.02999878,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,69.23000336,62.81999969,62.81999969,62.81999969,62.81999969,62.81999969,62.81999969,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,.,.,.,.
Greenland,GRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.53999996,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,15.38000011,34.61999893,34.61999893,34.61999893,34.61999893,34.61999893,53.84999847,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,65.37999725,65.37999725,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,69.23000336,67.94999695,67.94999695,67.94999695,67.94999695,71.79000092,71.79000092,71.79000092,71.79000092,69.87000275,69.87000275,69.87000275,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,67.94999695,62.81999969,50,50,50,50,50,50,50,50,50,57.68999863,57.68999863,57.68999863,57.68999863,57.68999863,57.68999863,57.68999863,57.68999863,.,.,.,.,.,.,.,.
Guatemala,GTM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,5.769999981,5.769999981,5.769999981,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,17.30999947,17.30999947,17.30999947,21.14999962,21.14999962,21.14999962,23.07999992,25.63999939,25.63999939,31.40999985,39.09999847,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,67.30999756,67.30999756,67.30999756,67.30999756,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,69.87000275,71.79000092,71.79000092,71.79000092,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,83.33000183,.,.,.,.
Guam,GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,10.26000023,10.26000023,10.26000023,10.26000023,41.02999878,41.02999878,41.02999878,41.02999878,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,53.20999908,55.77000046,55.77000046,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,61.54000092,63.45999908,63.45999908,66.02999878,66.02999878,66.02999878,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,63.45999908,67.30999756,.,.,.,.,.,.,.,.
Guyana,GUY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,1.919999957,5.769999981,5.769999981,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,19.87000084,27.55999947,27.55999947,27.55999947,27.55999947,35.25999832,35.25999832,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,39.09999847,45.50999832,47.43999863,53.84999847,53.84999847,53.84999847,53.84999847,53.84999847,53.84999847,73.08000183,73.08000183,73.08000183,73.08000183,73.08000183,73.08000183,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,76.91999817,69.23000336,.,.,.,.,.,.,.,.,.,.
Hong Kong,HKG,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,12.18000031,19.87000084,19.87000084,19.87000084,27.55999947,35.25999832,39.09999847,41.66999817,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,44.22999954,46.79000092,46.79000092,46.79000092,46.79000092,46.79000092,46.79000092,46.79000092,46.79000092,46.79000092,46.79000092,46.79000092,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,49.36000061,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,59.61999893,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,74.36000061,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,72.44000244,69.87000275,69.87000275,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,.,.
Honduras,HND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.690000057,7.690000057,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,14.10000038,29.48999977,29.48999977,29.48999977,71.15000153,71.15000153,71.15000153,71.15000153,73.72000122,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,75.63999939,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,89.09999847,.,.,.,.,.
Croatia,HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,3.849999905,3.849999905,3.849999905,7.690000057,7.690000057,7.690000057,17.95000076,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,25.63999939,25.63999939,25.63999939,32.04999924,37.18000031,39.09999847,39.09999847,48.72000122,50.63999939,54.49000168,66.02999878,71.79000092,73.72000122,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,86.54000092,90.37999725,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,92.94999695,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,88.45999908,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,77.55999756,71.79000092,66.02999878,66.02999878,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,56.40999985,56.40999985,56.40999985,56.40999985,56.40999985,56.40999985,56.40999985,56.40999985
Haiti,HTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,9.619999886,9.619999886,9.619999886,9.619999886,13.46000004,13.46000004,13.46000004,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,55.13000107,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,60.90000153,62.81999969,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,60.25999832,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,64.09999847,.,.,.,.,.,.,.,.,.,.,.
Hungary,HUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,7.690000057,14.10000038,14.10000038,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,17.95000076,23.71999931,23.71999931,44.86999893,47.43999863,47.43999863,47.43999863,47.43999863,57.04999924,57.04999924,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,64.73999786,67.30999756,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,71.15000153,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,65.37999725,.,.,.,.,.,.,.,.
Indonesia,IDN,0,0,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,5.769999981,9.619999886,9.619999886,9.619999886,9.619999886,9.619999886,16.03000069,16.03000069,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,19.87000084,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,22.44000053,28.20999908,28.20999908,28.20999908,28.20999908,28.20999908,28.20999908,28.20999908,28.20999908,28.20999908,28.20999908,28.20999908,28.20999908,34.61999893,36.54000092,34.61999893,34.61999893,36.54000092,36.54000092,36.54000092,36.54000092,38.45999908,38.45999908,38.45999908,39.74000168,39.74000168,39.74000168,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,41.66999817,48.40000153,48.40000153,48.40000153,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,61.86000061,58.00999832,58.00999832,58.00999832,58.00999832,58.00999832,58.00999832,58.00999832,58.00999832,58.00999832,58.00999832,58.00999832,58.00999832,58.00999832,58.00999832,58.00999832,58.00999832,58.00999832,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,56.09000015,49.36000061,49.36000061,46.79000092,46.79000092,46.79000092,.,.
India,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.409999847,13.46000004,13.46000004,13.46000004,13.46000004,13.46000004,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,17.30999947,25,25,25,28.85000038,36.54000092,36.54000092,36.54000092,36.54000092,36.54000092,36.54000092,36.54000092,36.54000092,41.02999878,42.95000076,44.86999893,51.27999878,51.27999878,52.56000137,59.29000092,70.83000183,74.68000031,91.02999878,81.73000336,81.73000336,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,91.02999878,96.15000153,96.15000153,96.15000153,96.15000153,96.15000153,96.15000153,96.15000153,96.15000153,96.15000153,96.15000153,96.15000153,93.58999634,93.58999634,93.58999634,93.58999634,93.58999634,93.58999634,93.58999634,93.58999634,93.58999634,93.58999634,93.58999634,93.58999634,93.58999634,93.58999634,83.65000153,83.65000153,83.65000153,83.65000153,83.65000153,83.65000153,83.65000153,83.65000153,83.65000153,83.65000153,83.65000153,83.65000153,83.65000153,83.65000153,81.73000336,81.73000336,81.73000336,81.73000336,81.73000336,81.73000336,81.73000336,81.73000336,81.73000336,81.73000336,81.73000336,81.73000336,81.73000336,81.73000336,79.16999817,79.16999817,79.16999817,79.16999817,79.16999817,79.16999817,79.16999817,79.16999817,.,.,.,.
Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,3.849999905,12.81999969,12.81999969,12.81999969,12.81999969,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,30.77000046,38.45999908,38.45999908,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,46.15000153,55.13000107,55.13000107,61.54000092,74.36000061,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,80.76999664,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,84.62000275,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,78.20999908,.,.,.,.,.,.,.,.
