,,01jan2020,02jan2020,03jan2020,04jan2020,05jan2020,06jan2020,07jan2020,08jan2020,09jan2020,10jan2020,11jan2020,12jan2020,13jan2020,14jan2020,15jan2020,16jan2020,17jan2020,18jan2020,19jan2020,20jan2020,21jan2020,22jan2020,23jan2020,24jan2020,25jan2020,26jan2020,27jan2020,28jan2020,29jan2020,30jan2020,31jan2020,01feb2020,02feb2020,03feb2020,04feb2020,05feb2020,06feb2020,07feb2020,08feb2020,09feb2020,10feb2020,11feb2020,12feb2020,13feb2020,14feb2020,15feb2020,16feb2020,17feb2020,18feb2020,19feb2020,20feb2020,21feb2020,22feb2020,23feb2020,24feb2020,25feb2020,26feb2020,27feb2020,28feb2020,29feb2020,01mar2020,02mar2020,03mar2020,04mar2020,05mar2020,06mar2020,07mar2020,08mar2020,09mar2020,10mar2020,11mar2020,12mar2020,13mar2020,14mar2020,15mar2020,16mar2020,17mar2020,18mar2020,19mar2020,20mar2020,21mar2020,22mar2020,23mar2020,24mar2020,25mar2020,26mar2020,27mar2020,28mar2020,29mar2020,30mar2020,31mar2020,01apr2020,02apr2020,03apr2020,04apr2020,05apr2020,06apr2020,07apr2020,08apr2020,09apr2020,10apr2020,11apr2020,12apr2020,13apr2020,14apr2020,15apr2020,16apr2020,17apr2020,18apr2020,19apr2020,20apr2020,21apr2020,22apr2020,23apr2020,24apr2020,25apr2020,26apr2020,27apr2020,28apr2020,29apr2020,30apr2020,01may2020,02may2020,03may2020,04may2020,05may2020,06may2020,07may2020,08may2020,09may2020,10may2020,11may2020,12may2020,13may2020,14may2020,15may2020,16may2020,17may2020,18may2020,19may2020
Chad,TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,25.79000092,25.79000092,25.79000092,25.79000092,25.79000092,25.79000092,25.79000092,25.79000092,25.79000092,25.79000092,25.79000092,25.79000092,25.79000092,25.79000092,31.09000015,31.09000015,31.09000015,31.09000015,31.09000015,31.09000015,31.09000015,31.09000015,31.09000015,31.09000015,31.09000015,88.23000336,88.23000336,88.23000336,88.23000336,88.23000336,88.23000336,88.23000336,88.23000336,88.23000336,88.23000336,88.23000336,88.23000336,88.23000336,88.23000336,88.23000336,88.23000336,88.23000336,88.23000336,89.02999878,89.02999878,89.02999878,89.02999878,89.02999878,89.02999878,89.02999878,89.02999878,89.02999878,89.02999878,89.02999878,86.37999725,86.37999725,86.37999725,86.37999725,86.37999725,86.37999725,86.37999725,86.37999725
Thailand,THA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67000008,16.67000008,16.67000008,16.67000008,24.61000061,24.61000061,24.61000061,24.61000061,24.61000061,27.25,33.20999908,38.5,38.5,46.97000122,46.97000122,52.77999878,52.77999878,52.77999878,52.77999878,65.48000336,69.44999695,69.44999695,69.44999695,69.44999695,69.44999695,69.44999695,69.44999695,69.44999695,79.23999786,79.23999786,79.23999786,79.23999786,79.23999786,83.20999908,83.20999908,83.20999908,83.20999908,83.20999908,83.20999908,83.20999908,83.20999908,83.20999908,83.20999908,80.04000092,80.04000092,80.04000092,80.04000092,80.04000092,80.04000092,80.04000092,80.04000092,82.01999664,82.01999664,82.01999664,82.01999664,82.01999664,82.01999664,82.01999664,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,83.73000336,80.55999756,80.55999756,.
Turkmenistan,TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,8.329999924,16.27000046,16.27000046,19.04999924,19.04999924,19.04999924,35.45999908,35.45999908,35.45999908,35.45999908,35.45999908,35.45999908,46.56999969,46.56999969,53.70999908,53.70999908,53.70999908,53.70999908,53.70999908,53.70999908,42.59999847,42.59999847,42.59999847,42.59999847,42.59999847,42.59999847,42.59999847,42.59999847,42.59999847,42.59999847,42.59999847,42.59999847,42.59999847,31.48999977,31.48999977,31.48999977,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908,28.70999908
Trinidad and Tobago,TTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.559999943,5.559999943,5.559999943,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,12.69999981,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,22.47999954,33.59999847,33.59999847,49.86000061,52.50999832,52.50999832,52.50999832,52.50999832,56.47999954,56.47999954,62.04000092,62.04000092,62.04000092,62.04000092,62.04000092,62.04000092,69.18000031,80.29000092,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,82.26999664,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725,93.37999725
Tunisia,TUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.86000061,17.86000061,17.86000061,17.86000061,17.86000061,29.62999916,29.62999916,29.62999916,29.62999916,32.27000046,32.27000046,32.27000046,47.47999954,47.47999954,55.41999817,55.41999817,85.30999756,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,.,.,.,.,.,.,.,90.61000061,90.61000061,90.61000061,90.61000061,90.61000061,.
Turkey,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,8.329999924,8.329999924,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,25.26000023,25.26000023,25.26000023,25.26000023,25.26000023,25.26000023,25.26000023,55.95000076,55.95000076,63.09000015,63.09000015,63.09000015,65.73999786,65.73999786,65.73999786,69.70999908,69.70999908,69.70999908,72.48000336,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,79.90000153,79.90000153,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,79.90000153,79.90000153,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817,80.41999817
Taiwan,TWN,0,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,7.139999866,11.10999966,11.10999966,11.10999966,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,30.55999947,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,19.44000053,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,26.59000015,29.22999954,29.22999954,29.22999954,29.22999954,32.00999832,32.00999832,32.00999832,32.00999832,32.00999832,32.00999832,32.00999832,32.00999832,32.00999832,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,29.36000061,.,.,.,.,.,.,.,.,29.36000061,29.36000061,29.36000061,29.36000061,.,.
Tanzania,TZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,8.329999924,2.779999971,19.84000015,30.95000076,30.95000076,30.95000076,30.95000076,33.72999954,33.72999954,33.72999954,33.72999954,41.66999817,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,44.84000015,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,50.40000153,.,.
Uganda,UGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,34.91999817,34.91999817,46.02999878,46.02999878,48.81000137,48.81000137,48.81000137,71.02999878,71.02999878,71.02999878,71.02999878,71.02999878,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,92.58999634,89.94000244,89.94000244,89.94000244,89.94000244,89.94000244,89.94000244,89.94000244,89.94000244,89.94000244,89.94000244,89.94000244,89.94000244,89.94000244,.
Ukraine,UKR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,51.59000015,51.59000015,51.59000015,51.59000015,68.51000214,80.94999695,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756,92.05999756
Uruguay,URY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.62999916,51.84999847,57.66999817,60.43999863,60.43999863,60.43999863,60.43999863,60.43999863,60.43999863,60.43999863,60.43999863,63.22000122,63.22000122,63.22000122,70.36000061,70.36000061,70.36000061,70.36000061,70.36000061,74.33000183,76.98000336,76.98000336,76.98000336,76.98000336,76.98000336,76.98000336,76.98000336,76.98000336,76.98000336,76.98000336,76.98000336,74.33000183,74.33000183,74.33000183,74.33000183,74.33000183,74.33000183,74.33000183,74.33000183,74.33000183,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,71.16000366,.,.
United States,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,5.559999943,9.529999733,12.30000019,12.30000019,12.30000019,20.23999977,20.23999977,20.23999977,20.23999977,20.23999977,20.23999977,22.22999954,28.18000031,28.18000031,35.31999969,40.61999893,51.72999954,55.70000076,55.70000076,64.44000244,64.44000244,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,71.58000183,71.58000183,71.58000183,71.58000183,71.58000183,71.58000183,71.58000183,71.58000183,71.58000183,71.58000183,71.58000183,71.58000183,71.58000183,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,68.41000366,.,.
Uzbekistan,UZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,60.84999847,60.84999847,60.84999847,60.84999847,60.84999847,63.5,63.5,72.62000275,80.55999756,80.55999756,80.55999756,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,92.19999695,94.58000183,94.58000183,94.58000183,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,88.36000061,88.36000061,88.36000061,88.36000061,88.36000061,88.36000061,88.36000061,88.36000061,88.36000061,88.36000061,85.19000244,.
Venezuela,VEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,11.10999966,35.70999908,55.29000092,55.29000092,55.29000092,74.33999634,81.48000336,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,84.26000214,86.23999786,86.23999786,86.23999786,86.23999786,86.23999786,86.23999786,.
Vietnam,VNM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,21.82999992,24.61000061,24.61000061,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,27.37999916,35.31999969,35.31999969,35.31999969,35.31999969,35.31999969,43.25999832,43.25999832,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,46.43999863,49.20999908,49.20999908,49.20999908,54.50999832,61.65000153,67.47000122,84.91999817,84.91999817,84.91999817,84.91999817,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,97.34999847,81.5,81.5,81.5,81.5,81.5,81.5,81.5,77.91000366,77.91000366,77.91000366,73.94000244,77.12000275,77.12000275,77.12000275,77.12000275,77.12000275,77.12000275,77.12000275,77.12000275,69.18000031,69.18000031,69.18000031,69.18000031,69.18000031,69.18000031,69.18000031,69.18000031,.,.,69.18000031,69.18000031,69.18000031,69.18000031,.,.
Yemen,YEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10999966,11.10999966,33.33000183,33.33000183,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,40.47000122,48.40999985,53.70999908,53.70999908,53.70999908,53.70999908,54.22999954,54.22999954,54.22999954,54.22999954,54.22999954,54.22999954,54.22999954,54.22999954,54.22999954,54.22999954,54.22999954,54.22999954,54.22999954,54.22999954,.
South Africa,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,2.779999971,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,13.89000034,21.03000069,41.27000046,41.27000046,57.93000031,57.93000031,57.93000031,57.93000031,57.93000031,57.93000031,57.93000031,57.93000031,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,91.40000153,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,88.75,.
Zambia,ZMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,16.67000008,27.78000069,27.78000069,27.78000069,27.78000069,27.78000069,27.78000069,36.90000153,42.45999908,42.45999908,49.59999847,49.59999847,49.59999847,49.59999847,49.59999847,49.59999847,49.59999847,49.59999847,49.59999847,49.59999847,49.59999847,55.41999817,55.41999817,55.41999817,55.41999817,55.41999817,56.22000122,62.45000076,62.45000076,62.45000076,62.45000076,62.45000076,62.45000076,62.45000076,62.45000076,62.45000076,62.45000076,62.45000076,62.45000076,62.45000076,62.45000076,62.45000076,62.45000076,62.45000076,68,68,68,68,68,68,45.36999893,45.36999893,45.36999893,45.36999893,45.36999893,45.36999893,45.36999893,45.36999893,45.36999893,45.36999893,.,.
